@id;META_DESCRIPTION;SEO_TITLE
468725;Společenské šaty s krátkým rukávem, třpytivý polyester, zipem na zádech a páskem v pase. Velikosti 36–54. Ideální na večer.;Společenské šaty krátký rukáv 36–54 | vmobleceni.cz
469214;Dlouhé společenské šaty na ramínka s flitry, velikosti 34–40. Polská kvalita ZYNJA. Individuální střih na míru – objednejte s termínem ušití.;Dlouhé společenské šaty flitrové na ramínka | vmobleceni.cz
469215;Dlouhé společenské šaty s flitry na ramínka, velikosti 34–40. Polská móda ZYNJA se střihem na míru. Objednejte si své šaty na dotaz.;Dlouhé společenské šaty flitrové na ramínka | vmobleceni.cz
469216;Dlouhé společenské šaty s flitry na ramínka, velikosti 34–40. Polská móda ZYNJA s elegantním střihem. Šijeme na míru – objednejte si své.;Dlouhé společenské šaty flitrové na ramínka | vmobleceni.cz
469217;Dlouhé společenské šaty s flitry na ramínka, velikosti 34–40. Polská móda ZYNJA s možností individuálního střihu. Objednejte si své vysněné šaty.;Dlouhé společenské šaty flitrové na ramínka | vmobleceni.cz
469218;Dlouhé společenské šaty s flitry na tenkých ramínkách, velikosti 34–40. Polská móda ZYNJA s možností individuálního střihu. Objednejte si své šaty na míru.;Dlouhé flitrové šaty na ramínka 34-40 | vmobleceni.cz
469219;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40. Polská móda s možností úpravy podle míry. Objednejte na email.;Dlouhé společenské šaty na ramínka 34-40 | vmobleceni.cz
469220;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40. Polská móda s možností úpravy na míru. Objednejte si nyní.;Dlouhé společenské šaty na ramínka 34-40 | vmobleceni.cz
469221;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40, na míru. Elegantní dámské šaty od polské módy Pmlpt26002-2. Objednejte si své.;Dlouhé společenské šaty na ramínka 34-40 | vmobleceni.cz
469222;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40, polská móda. Elegantní střih pro slavnostní příležitosti. Ušití na míru na objednávku.;Dlouhé společenské šaty na ramínka 34-40 | vmobleceni.cz
469223;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40. Polská móda s možností ušití na míru. Objevte elegantní maxi šaty.;Dlouhé společenské šaty na ramínka 34-40 | vmobleceni.cz
469224;Dlouhé společenské šaty na ramínka LIMONCELLO, velikosti 34–40. Polská móda s možností individuální úpravy. Objednejte si své šaty na míru.;Dlouhé společenské šaty na ramínka | vmobleceni.cz
469225;Dlouhé krajkové šaty na ramínka TIRAMISU, velikosti 34–40. Společenské dámské šaty s elegantním střihem na míru. Objednejte své id.;Dlouhé krajkové šaty na ramínka TIRAMISU 34-40 | vmobleceni.cz
469226;Dlouhé společenské šaty krajkové na ramínka, velikosti 34–40. Elegantní střih od POLSKÉ MÓDY. Ušití na míru na objednávku.;Dlouhé krajkové šaty na ramínka 34-40 | vmobleceni.cz
469227;Dlouhé krajkové společenské šaty na ramínka TIRAMISU, velikosti 34–40. Elegantní střih z polské módy. Ušití na míru na objednávku.;Dlouhé krajkové šaty na ramínka 34–40 | vmobleceni.cz
469228;Dlouhé společenské krajkové šaty na ramínka, velikosti 34–40. Elegantní střih pro dámy, lze ušít na míru. Objednejte online na vmobleceni.cz;Dlouhé krajkové šaty na ramínka dámské | vmobleceni.cz
469229;Dlouhé společenské šaty na ramínka s krajkou, velikosti 34–40. Elegantní dámské šaty TIRAMISU od POLSKÉ MÓDY na zakázku. Objednejte online.;Dlouhé krajkové šaty na ramínka 34–40 | vmobleceni.cz
469230;Dlouhé krajkové společenské šaty na ramínka TIRAMISU, velikosti 34–40. Polská móda s elegantním střihem. Šití na míru na objednávku.;Dlouhé krajkové šaty na ramínka 34-40 | vmobleceni.cz
469231;Dlouhé společenské šaty s krajkou na ramínka, velikosti 34–40. Elegantní střih pro slavnostní příležitosti. Ušití na míru na objednávku.;Dlouhé krajkové šaty na ramínka 34-40 | vmobleceni.cz
469232;Dlouhé svatební šaty na ramínka VARVARA, velikosti 34–40, polská móda. Elegantní střih na míru. Objednejte si své vysněné šaty.;Dlouhé svatební šaty na ramínka dámské | vmobleceni.cz
469233;Dlouhé krajkové svatební šaty na ramínka GRIZEL, velikosti 34–40. Elegantní střih z polské módy na míru. Objednejte si své vysněné šaty.;Svatební šaty krajkové GRIZEL 34-40 | vmobleceni.cz
469234;Dlouhé svatební šaty s krajkou, carmen střih, velikosti 34–40. Polská móda COSTA CALETA. Individuální střih na míru – objednejte online.;Dlouhé svatební šaty carmen krajkové 34-40 | vmobleceni.cz
469235;Dlouhé svatební šaty s krajkou Carmen v nadrozměrech 34–42. Polská móda s individuální výrobou. Objednejte si své vysnění šaty na míru.;Dlouhé svatební šaty Carmen krajkované nadrozměr | vmobleceni.cz
469249;Dlouhé svatební šaty na ramínka SOLVI, velikosti 34–40, polská móda. Elegantní střih na míru, délka dle přání. Objednejte online.;Dlouhé svatební šaty SOLVI 34-40 | vmobleceni.cz
469250;Dlouhé svatební krajkové šaty bez rukávu PRINCESSA, velikosti 34–40. Elegantní dámské šaty na míru s luxusní krajkou. Objednejte si své svatební šaty.;Svatební krajkové šaty bez rukávu 34-40 | vmobleceni.cz
469251;Dlouhé krajkové svatební šaty s dlouhým rukávem, velikosti 34–40. Polská móda COFETE – elegantní střih na míru. Objednejte si ušití na email.;Dlouhé svatební krajkové šaty 34-40 | vmobleceni.cz
469252;Dlouhé svatební šaty na ramínka VESPA, velikosti 34–40, polská móda. Elegantní střih na míru, termín ušití na dotaz.;Svatební šaty dlouhé na ramínka 34-40 | vmobleceni.cz
469253;Dlouhé svatební krajkové šaty na ramínka pro dámy, velikosti 34–46. Elegantní střih GARDEN od Polské módy, možnost ušití na míru. Vhodné pro nevěsty i společenské příležitosti.;Dlouhé svatební krajkové šaty nadrozměr 34–46 | vmobleceni.cz
469254;Dlouhé svatební krajkové šaty bez rukávu pro dámy, velikosti 34–46. Elegantní střih s krajkou, možnost individuálního ušití. Objednejte si své vysněné šaty.;Svatební krajkové šaty dlouhé nadrozměr 34-46 | vmobleceni.cz
469255;Dlouhé svatební krajkové šaty bez rukávu MERCEDES, velikosti 34–40. Elegantní dámské šaty na míru od Polské módy. Objednejte si své vysněné šaty.;Dlouhé svatební krajkové šaty dámské | vmobleceni.cz
469256;Dlouhé svatební šaty na ramínka POSITANO, velikosti 34–40, polská móda. Elegantní střih ušitý na míru. Objednejte si své svatební šaty.;Dlouhé svatební šaty na ramínka 34–40 | vmobleceni.cz
390864;Náhrdelník dívčí a dámský ONE SIZE ze stříbřité bižuterie. Elegantní design pro všechny věkové kategorie. Objednejte si svůj oblíbený náhrdelník.;Náhrdelník dívčí dámský ONE SIZE | vmobleceni.cz
469835;Štrasový náramek dámský 3 řadový s kamínky, délka 18 cm. Elegantní bižuterie s broušenými krystalky. Objednejte si na vmobleceni.cz.;Štrasový náramek dámský 3 řadový | vmobleceni.cz
221204;Dlouhé boho šaty se šedou barvou, viskóza s elastanem, univerzální velikost S–L. Pohodlný střih s vázáním na výstřihu. Objednejte nyní.;Dlouhé boho šaty šedé S–L | vmobleceni.cz
221205;Dlouhé dámské šaty Boho v červené barvě s rozparkem, bavlněné z viskózy a spandexu, velikosti S–L. Pohodlný střih s vázáním v dekoltu.;Dlouhé šaty Boho červené s rozparkem | vmobleceni.cz
221206;Dlouhé dámské šaty Boho v žluté barvě, viskóza se Spandexem, universální střih S–L, se zavazovacím výstřihem a pružným pásem. Pohodlné a stylové.;Dlouhé šaty Boho žluté dámské | vmobleceni.cz
221207;Dlouhé boho šaty khaki z viskózy se třpytivou muškou a vázáním na výstřihu. Univerzální střih pro velikosti S–L. Pohodlné a elegantní pro každodenní nošení.;Dlouhé boho šaty khaki s muškou | vmobleceni.cz
221208;Dlouhé boho šaty z viskózy s rozparkem, vel. S–L. Vzdušné, elegantní, vhodné na léto i večer. Objevte módní kousek.;Boho šaty dlouhé s rozparkem | vmobleceni.cz
221209;Dlouhé šaty boho z viskózy s rozparkem, vázáním v dekoltu a všitým páskem. Velikosti S–L. Pohodlný střih pro letní a slavnostní příležitosti.;Dlouhé šaty boho rozparek brzoskwiniowa | vmobleceni.cz
221210;Dlouhé dámské šaty Boho v modré barvě z viskózy se Spandexem, univerzální velikost S–L, se stažením na výstřihu a vnitřním páskem. Najděte svůj styl.;Dlouhé šaty Boho modré S–L | vmobleceni.cz
221665;Dlouhé boho šaty se zeleným rozparkem, 90% viskóza, vázané na výstřihu s талií. Velikosti S–L. Stylové a pohodlné.;Dlouhé boho šaty zelené s rozparkem | vmobleceni.cz
222908;Dlouhé dámské šaty Boho se svázaným výstřihem, černé, z viskózy se spandexem. Univerzální velikost S–L. Pohodlný střih s talií pro všechny příležitosti.;Dámské šaty Boho černé S–L | vmobleceni.cz
222909;Dlouhé šaty Boho z viskózy s rozparkem, vázaný výstřih, všitý pas. Velikosti S–L. Najděte svůj styl na vmobleceni.cz.;Dlouhé šaty Boho s rozparkem malinová | vmobleceni.cz
222913;Dlouhé dámské šaty boho z viskózy s rozparkem, vázáním na výstřihu a vsazeným pasem. Velikosti S–L, tmavě oranžová barva. Pohodlné a stylové.;Dámské šaty boho s rozparkem | vmobleceni.cz
222914;Dlouhé boho šaty s rozparkem v pudrově růžové barvě. Viskóza s elastanem, univerzální velikost S–L. Vzdušné a pohodlné šaty na léto. Objevte módní kolekci.;Boho šaty s rozparkem pudrově růžové | vmobleceni.cz
222915;Dlouhé dámské šaty Boho v neonově žluté barvě, 90% viskóza, velikosti S–L s rozparkem. Pohodlný střih pro každodenní nošení. Vyberte si své oblíbené boho šaty.;Dlouhé dámské šaty Boho žluté S–L | vmobleceni.cz
222916;Dlouhé dámské šaty boho v neonově růžové barvě s rozparkem. Viskózový materiál, univerzální velikost S–L, vázané na výstřihu. Objevte módní styl pro každou příležitost.;Dámské šaty boho růžové s rozparkem | vmobleceni.cz
222917;Dlouhé boho šaty s rozparkem v béžové barvě, viskóza s elastanem, univerzální velikost S–L. Pohodlný střih s vázáním na výstřihu. Objevte je teď.;Boho šaty s rozparkem béžové S–L | vmobleceni.cz
261402;Dlouhé boho šaty s rozparkem a vázáním na výstřih, gumou v pase. Viskóza, univerzální velikost S–L. Objevte módní střih pro každý den.;Dlouhé boho šaty s rozparkem meruňka | vmobleceni.cz
261410;Dlouhé boho šaty se světle růžovou barvou, rozparkem a vázáním na výstřih. Vyrobeny z viskózy, univerzální velikost S–L. Pohodlné a stylové.;Boho šaty s rozparkem světle růžové | vmobleceni.cz
268657;Dlouhé boho šaty s lososovou muškou, rozparkem a gumou v pase. Viskóza, velikosti S–L. Módní střih pro každodenní nošení. Objevte svůj styl.;Boho šaty s lososovou muškou | vmobleceni.cz
132802;Dámská tunika s výstřihem voda, krátký rukáv, neon barva. Viskóza s elastanem, velikost L/XL ONE SIZE. Pohodlný střih pro všechny postavy.;Dámská tunika s vodou krátký rukáv neon | vmobleceni.cz
149315;Letní saténové tílko s vodou, 100% polyester, velikost S/M ONE SIZE. Elegantní vrchní díl pro dámy s lesklým leskem. Objevte kolekci.;Saténové tílko letní dámské S/M | vmobleceni.cz
158649;Dámské baggy tepláky dlouhé, ONE SIZE (S/M), 100% polyester, pas 96–102 cm. Italská móda s pohodlným střihem. Objevte svůj styl.;Dámské baggy tepláky dlouhé ONE SIZE | vmobleceni.cz
193181;Dámské tričko s krátkým rukávem Voyage od Sweetisima v italské módě. Polyesterové, jednoduchý střih vel. S/M ONE SIZE. Pohodlné pro každodenní nošení.;Dámské tričko krátký rukáv Voyage | vmobleceni.cz
207030;Dámské baggy tepláky dlouhé s zipem, polyesterové, pas 90–104 cm, ONE SIZE. Pohodlný střih pro volný čas. Objednejte online.;Dámské baggy tepláky dlouhé zip | vmobleceni.cz
212102;Prodloužená dámská tunika s krátkým rukávem z bavlny se stretchem, univerzální velikost ONE SIZE. Pohodlný střih pro všechny postavy. Objevte kvalitní italskou módu.;Dámská tunika prodloužená krátký rukáv | vmobleceni.cz
212377;Dámské šaty klasik s krátkým rukávem a kapsami, velikost S/M, 100% polyester. Italská móda IMD20025 pro každodenní nošení. Objevte elegantní střih.;Dámské šaty klasik krátký rukáv kapsy S/M | vmobleceni.cz
213528;Sportovní šaty s páskem, letní krátký rukáv, 100% polyester. Velikost M/L ONE SIZE, obvod prsou 108 cm, boky 106 cm. Pohodlný střih pro všední nošení.;Sportovní šaty s páskem letní | vmobleceni.cz
215252;Dámská tunika s krátkým rukávem z viskózy pro velikosti 2XL–3XL (prsa až 120 cm). Pohodlný oversize střih na každodenní nošení. Objednejte si nyní.;Dámská tunika krátký rukáv 2XL/3XL | vmobleceni.cz
216202;Dámské kalhoty aladinky harémky 3/4 z 100% viskózy, pas 70–96 cm, délka 77 cm. Pohodlné letní kalhoty na volný čas v jedné univerzální velikosti. Objevte italskou módu.;Dámské kalhoty aladinky harémky 3/4 | vmobleceni.cz
216203;Dlouhé dámské harémky z italské módy, 100% viskoza, elastický pas 80–110 cm. Pohodlné a vzdušné kalhoty pro každodenní styl. Objednejte online.;Harémky dlouhé dámské M/L | vmobleceni.cz
216204;Dlouhá dámská sukně ze 100% viskózy, velikost XL/2XL ONE SIZE, pas 74cm, délka 100cm. Italská móda s páskem. Objednejte online.;Dlouhá sukně dámská XL/2XL viskóza | vmobleceni.cz
216206;Dlouhé dámské harémky aladinky z 100% polyesteru, pas 76–110 cm, univerzální velikost L/XL. Pohodlné italské kalhoty s elastickým pasem. Objednejte si svůj pár.;Dámské harémky aladinky dlouhé L/XL | vmobleceni.cz
216234;Dámské tričko s krátkým rukávem z italské módy, 100% polyester, velikost S/M ONE SIZE. Pohodlný střih pro prsa i boky 100 cm, délka 68 cm. Objednejte nyní.;Dámské tričko krátký rukáv S/M | vmobleceni.cz
224378;Dámské volnočasové šaty s dlouhým rukávem, 100% polyester, délka 90 cm, prsa 104 cm. Pohodlný střih pro každodenní nošení. Vyberte si svou velikost.;Dámské šaty dlouhý rukáv bavlněné | vmobleceni.cz
245180;Dámské šaty s krátkým rukávem a kapsami z bavlny s elastanem, velikosti L–XXL. Pohodlné na každodenní nošení. Objednejte si klasik, který nikdy nevyjde z módy.;Dámské šaty krátký rukáv s kapsami nadrozměr | vmobleceni.cz
246948;Tenké dlouhé dámské kalhoty ITALSKÁ MÓDA, 100% polyester, velikost M/L ONE SIZE. Pas 80–90 cm, boky 112 cm, délka 95 cm. Pohodlný střih pro každodenní nošení.;Kalhoty tenké dlouhé dámské M/L | vmobleceni.cz
255530;Dlouhá riflová sukně z 100% tenčelu s kapsami a gumou v pase, pas 88–100 cm. Pohodlný střih italské značky. Vyberte si svou velikost.;Dlouhá riflová sukně dámská | vmobleceni.cz
255538;Dámská prodloužená tunika s krátkým rukávem, bavlna s elastanem, velikost M/L ONE SIZE. Pohodlný střih pro każdy den.;Dámská tunika prodloužená | vmobleceni.cz
263600;Dlouhá dámská sukně s kapsami, bavlna s elastanem, pas 90–100 cm, velikost S/M/L. Pohodlná italská móda pro každodenní nošení. Objednejte si nyní.;Dlouhá sukně s kapsami dámská S/M/L | vmobleceni.cz
264039;Dámské šaty klasik s krátkým rukávem, polyesterové, velikost XL/2XL ONE SIZE. Střih pro prsa 110–120 cm, boky 120–130 cm, délka 99 cm. Objevte elegantní italský střih.;Dámské šaty klasik krátký rukáv XL/2XL | vmobleceni.cz
264937;Dámské šaty klasik s krátkým rukávem a kapsami ze 95% bavlny, velikosti S–L a ONE SIZE. Pohodlný střih pro běžný den.;Dámské šaty klasik krátký rukáv s kapsami | vmobleceni.cz
265780;Tenké jarní dámské sako s dlouhým rukávem, elastické polyesterové, velikost S/M. Dokonalé na přechodné počasí. Koupit online.;Dámské sako jarní tenké dlouhý rukáv | vmobleceni.cz
274980;Dámská košilová tunika s dlouhým rukávem z viskózy pro nadrozměr, velikosti L–2XL. Pohodlný střih, elastická látka. Objednejte online.;Dámská tunika košilová nadrozměr L-2XL | vmobleceni.cz
296820;Prodloužená košilová tunika s páskem pro nadrozměrné dámy, velikost 2XL/3XL. Polyesterová, dlouhý rukáv, délka 87–102 cm. Pohodlný střih pro plnější postavu.;Tunika prodloužená košilová nadrozměr 2XL/3XL | vmobleceni.cz
313676;Dámská tunika halenka s kříženým střihem a krátkým rukávem, velikost M/L ONE SIZE. Polyesterová (97%), pružná, ideální pro nadměrné velikosti. Pohodlný střih, délka 68–85 cm.;Dámská tunika halenka křížená | vmobleceni.cz
314345;Dlouhé strečové kalhoty dámské z viskózy s elastanem, velikost S/M one size. Pohodlný střih na pas 70–75 cm s příjemnou elasticitou. Italská kvalita pro každodenní nošení.;Dlouhé strečové kalhoty dámské S/M | vmobleceni.cz
317150;Dámský overal tepláky s laclem z 95% bavlny, velikost S/M ONE SIZE. Pohodlné dlouhé kalhoty s elastanem pro cada den. Italská móda s procházkou v teple.;Dámský overal tepláky lacláče S/M | vmobleceni.cz
318004;Saténové dlouhé šaty na ramínka, velikost S/M, z 100% polyesteru. Elegantní střih pro společenské příležitosti a plesu. Objednejte nyní.;Saténové dlouhé šaty na ramínka S/M | vmobleceni.cz
319448;Elegantní dámské šaty bez rukávu z 100% polyesteru, vel. S/M. Střih pro prsa 94 cm a boky do 130 cm, délka 88 cm. Italská móda s klasickým střihem. Objednejte nyní.;Dámské šaty bez rukávu S/M elegantní | vmobleceni.cz
320533;Dlouhé elegantní dámské kalhoty z 95% polyesteru s elastanem, pas 80–94 cm, boky 110 cm. Pohodlný střih pro각M/L. Objednejte si nyní.;Dlouhé elegantní dámské kalhoty M/L | vmobleceni.cz
321376;Dlouhé maxi šaty z viskózy s krátkým rukávem, one size L–3XL. Letní volnočasový střih od italské značky. Elastické, pohodlné a vzdušné.;Maxi šaty viskóza krátký rukáv L-3XL | vmobleceni.cz
324132;Dlouhý dámský overal na ramínka, bavlna s elastanem, velikost S/M. Ideální na každodenní nošení, včetně crop topu. Objednejte si na vmobleceni.cz.;Dámský overal dlouhý na ramínka S/M | vmobleceni.cz
324223;Dlouhá saténová sukně s květinovým vzorem, pas na gumu, velikost S/M. Materiál: 95% polyester, 5% elastan. Pohodlná a elegantní. Objednejte si ji nyní.;Sukně dlouhá saténová dámská S/M | vmobleceni.cz
324230;Letní dámské tílko z viskózy s elastanem, řasením u výstřihu a rukávů. Velikost ONE SIZE na prsa 100–120 cm. Lehké a vzdušné pro horké dny.;Dámské tílko letní viskóza ONE SIZE | vmobleceni.cz
324545;Dlouhé letní sportovní šaty s krátkým rukávem a stahující funkcí, polyester s elastanem, velikosti M–2XL. Pohodlný střih pro nadrozměr.;Sportovní šaty dlouhé letní stahovací | vmobleceni.cz
325221;Dámská tunika oversize košilová z 95% bavlny s dlouhým rukávem, one size S–3XL. Volná, pohodlná na každodenní nošení. Objevte nyní.;Dámská tunika košilová oversize dlouhý rukáv | vmobleceni.cz
325273;Dlouhá skládaná sukně dámská ONE SIZE, pas 84–92 cm, ideální na večer i volný čas. Italská kvalita se slevou.;Sukně dlouhá skládaná dámská ONE SIZE | vmobleceni.cz
325918;Letní dámské kalhoty s gumou v pase, 95 % polyester, velikosti S–XL. Pohodlný střih pro každodenní nošení, délka 101 cm. Objevte klasiku.;Letní dámské kalhoty S–XL | vmobleceni.cz
337145;Dámské prodloužené sako s dlouhým rukávem, elastické, univerzální velikost. Polyester s elastanem, délka 88 cm. Objevte elegantní střih.;Dámské sako prodloužené dlouhý rukáv | vmobleceni.cz
350634;Dámské tričko s krátkým rukávem z 95 % bavlny, velikost S–L, univerzální střih pro každodenní nošení. Pohodlné a vzdušné.;Dámské tričko krátký rukáv bavlněné S–L | vmobleceni.cz
354289;Dámská šifonová tunika s krátkým rukávem, velikost M/L ONE SIZE. Vzdušný materiál z polyesteru nebo viskózy s elastanem. Ideální na léto – objednejte nyní.;Dámská šifonová tunika krátký rukáv M/L | vmobleceni.cz
358913;Letní šaty s dlouhým rukávem od ITALSKÉ MÓDY, 95% polyester, elastan. Velikost S/M (ONE SIZE). Elegantní střih, pohodlné nošení. Objednejte nyní.;Letní šaty dlouhý rukáv dámské S/M | vmobleceni.cz
360601;Dámská tunika s krátkým rukávem z polyesteru s elastanem, nadrozměr 2XL–4XL. Pohodlný střih přes prsa 144–154 cm, ideální na každodenní nošení. Objevte tuniki, která Vám padne.;Dámská tunika nadrozměr 2XL-4XL krátký rukáv | vmobleceni.cz
360610;Krátká dámská sukně se zabudovanými kraťásky, žabičkováním a elastanem. Pas 70–90 cm, délka 38 cm. Pohodlné jednodílné řešení pro léto. Objednejte nyní.;Sukně s kraťasy krátká dámská S/M | vmobleceni.cz
362271;Tylová středně dlouhá sukně dámská, pas 70–100 cm, délka 84 cm, ONE SIZE. Elegantní střih pro všechny příležitosti. Objednejte online.;Tylová sukně dámská ONE SIZE | vmobleceni.cz
367170;Dámská tunika halenka s krátkým rukávem a uzlem z elastického polyesteru. Velikosti M/L/XL, délka 66 cm. Italská móda pro pohodlné nošení. Objednejte si svou.;Dámská tunika halenka krátký rukáv | vmobleceni.cz
367172;Dlouhé společenské šaty s krátkým rukávem, polyester se spandexem, velikost S/M ONE SIZE. Pohodlný střih pro každou příležitost. Objednejte online.;Dlouhé společenské šaty krátký rukáv S/M | vmobleceni.cz
367200;Dámská tunika s přívěskem, krátký rukáv, polyester s elastanem. Nadrozměry L/XL/2XL, délka 64 cm. Vhodná do práce i každodenně. Objednejte nyní.;Dámská tunika nadrozměr L-2XL | vmobleceni.cz
367255;Dlouhé letní mušelínové kalhoty z bavlny s elastanem, na gumu, velikost S/M ONE SIZE. Ideální pro horké dny. Objevte pohodlné letní kalhoty.;Dlouhé letní mušelínové kalhoty dámské | vmobleceni.cz
368165;Dlouhé letní šaty alá sukně bez rukávu z viskózy, pas 80–98 cm, délka 104 cm. Pohodlné na každodenní nošení. Objevte italskou módu.;Dlouhé letní šaty bez rukávu dámské | vmobleceni.cz
369725;Dlouhá saténová sukně dámská, velikost S/M, pas 70–88 cm, polyester s elastanem. Elegantní střih italské módy pro každodenní nošení.;Dlouhá saténová sukně dámská S/M | vmobleceni.cz
369732;Letní dámské šaty z 95% bavlny s nášivkou, krátký rukáv, velikost 42–46 (ONE SIZE). Pohodlné volnočasové šaty na každodenní nošení. Objednejte si kvalitní italskou módu.;Letní dámské šaty s nášivkou | vmobleceni.cz
369737;Letní krajkové šaty na ramínka pro dámy, velikost S/M, ze 100% viskózy a bavlny. Ideální na každodenní nošení, přes prsa 98–104 cm, délka 93 cm. Objevte pohodlné boho šaty.;Letní krajkové šaty na ramínka dámské S/M | vmobleceni.cz
370110;Mušelínová košile oversize z 100% bavlny, dlouhý rukáv, na knoflíky. Univerzální velikost L/XL/2XL. Pohodlná na každodenní nošení. Objevte ji v našem e-shopu.;Mušelínová košile oversize dámská | vmobleceni.cz
370615;Letní dlouhé dámské kalhoty z 100% polyesteru, velikost S/M/L ONE SIZE, s gumou v pase 70–100 cm. Lehké a pohodlné na každodenní nošení. Objevte italskou módu.;Letní dlouhé dámské kalhoty S/M/L ONE SIZE | vmobleceni.cz
370971;Dlouhé letní šaty s krátkým rukávem a páskem, 95% viskóza. Velikosti S–XL, délka 126 cm. Pohodlné na denní nošení i akce.;Dlouhé letní šaty dámské S–XL | vmobleceni.cz
375381;Krajkové letní šaty boho s krátkým rukávem pro ženy nadrozměru XL–2XL. Viskóza, bavlna a nylon, ideální na léto. Pohodlný střih pro všechny příležitosti.;Letní šaty boho krajkové XL-2XL | vmobleceni.cz
375934;Dlouhé letní kalhoty z 100% lyocelu s gumou v pase, velikost S/M/L ONE SIZE. Pohodlné pro každodenní nošení. Objevte módní letní kalhoty nyní.;Dlouhé letní kalhoty dámské | vmobleceni.cz
380462;Mikinové šaty s dlouhým rukávem pro dámy, jednovelika S/M/L. Pohodlný střih na prsa 92 cm, boky 104 cm, délka 87 cm. Италска móda – objevte komfort.;Mikinové šaty dlouhý rukáv dámské | vmobleceni.cz
380907;Strečové dámské kalhoty dlouhé z viskózy, nylonu a elastanu, velikosti S/M/L ONE SIZE. Pohodlný střih pro pas 80–90 cm, boky 94–100 cm. Nakupte nyní.;Kalhoty strečové dámské S/M/L | vmobleceni.cz
382328;Šaty oversize dlouhý rukáv z 95% bavlny, velikost XL/2XL ONE SIZE. Pohodlný střih pro nadrozměrné postavy, prsa 118 cm, délka 88–98 cm. Objevte italskou módu.;Šaty oversize dlouhý rukáv nadrozměr | vmobleceni.cz
382422;Košilové dlouhé šaty nadrozměr (2XL/3XL) z polyesteru s elastanem. Praktické na každodenní nošení i speciální příležitosti. Objevte správný střih pro vás.;Košilové šaty dlouhý rukáv nadrozměr | vmobleceni.cz
382436;Dámské šaty s dlouhým rukávem z 95% bavlny, velikost S/M. Klasický střih, pohodlné a vzdušné. Objednejte online.;Dámské šaty dlouhý rukáv S/M | vmobleceni.cz
382437;Dámské šaty klasik s dlouhým rukávem, bavlna 5% elastan, velikost S/M ONE SIZE. Pohodlný střih pro běžnéношení. Objednejte na vmobleceni.cz.;Dámské šaty klasik dlouhý rukáv S/M | vmobleceni.cz
390777;Dámské oversize tričko s krátkým rukávem z 95% bavlny, velikost ONE SIZE. Pohodlný střih pro každodenní nošení a do práce. Objevte italskou módu.;Dámské oversize tričko krátký rukáv | vmobleceni.cz
399682;Bavlněné dámské tričko s krátkým rukávem, velikost ONE SIZE (S/M/L), 95% bavlna. Pohodlné na každodenní nošení. Najděte svou velikost.;Dámské tričko krátký rukáv bavlněné | vmobleceni.cz
409422;Dámské dlouhé riflové kalhoty z 100% lyocelu se širokými nohavicemi, pas 70–96 cm, ONE SIZE. Pohodlný střih pro všechny postavy. Objednejte online.;Dámské riflové kalhoty dlouhé ONE SIZE | vmobleceni.cz
409423;Letní elegantní šaty bez rukávu pro dámy nadrozměr XL/2XL, 100% polyester. Prsa 120cm, délka 107cm. Italská móda s pohodlným střihem. Objednejte si nyní.;Šaty letní elegantní nadrozměr XL/2XL | vmobleceni.cz
410000;Dlouhé dámské aladinky z 100 % viskózy, pružný pas, velikosti S–L. Lehké letní kalhoty na každodenní nošení. Objevte pohodlný střih.;Dámské aladinky dlouhé letní | vmobleceni.cz
410003;Dámské tričko s krátkým rukávem, bavlna 95% elastan 5%, velikost S/M ONE SIZE. Pohodlné, prodyšné, italská móda. Objednejte nyní.;Dámské tričko krátký rukáv S/M bavlna | vmobleceni.cz
410031;Dlouhé letní šaty s krátkým rukávem, polyester s elastanem, ONE SIZE (prsa 84–100 cm, délka 136 cm). Pohodlný střih Italské módy. Zjistěte, zda vám padnou.;Dlouhé letní šaty krátký rukáv ONE SIZE | vmobleceni.cz
410035;Dámská tunika KRISTA s krátkým rukávem, nadrozměr 50/52/54, z polyesteru s viskózou. Pohodlný střih pro každodenní nošení i do práce. Objevte italskou módu.;Tunika krátký rukáv dámská nadrozměr KRISTA | vmobleceni.cz
410602;Dámské letní skládané šaty bez rukávu z polyesteru s elastanem, ONE SIZE (S/M). Lehké a vzdušné pro horké dny. Objednejte online.;Dámské letní šaty bez rukávu skládané | vmobleceni.cz
410609;Dámské šaty oversize s krátkým rukávem, nadrozměr 60/62, viskóza s elastanem. Pohodlné na každodenní nošení i do práce. Objevte italskou módu na vmobleceni.cz.;Šaty oversize krátký rukáv nadrozměr 60/62 | vmobleceni.cz
410638;Dámské tílko na ramínka s elastanem, velikost S/M, z italské módy. Příjemný polyesterový materiál, délka 57 cm. Najděte svou velikost.;Dámské tílko na ramínka S/M | vmobleceni.cz
414369;Dámské letní tepláky z mušelínu, 95% bavlna, ONE SIZE (S/M/L). Pas 76–100 cm, pohodlný střih pro teplé dny. Skladem na vmobleceni.cz;Dámské tepláky mušelín letní ONE SIZE | vmobleceni.cz
